1) Can you give us any information?{a}{a}2) Is there anything you can give us that would help our cause?{a}{a}3) Our records indicate that you are WAY behind in your taxes to the Pharoah.  You owe uhh, let's see...50,000 gold pieces, payable immediately!|1) Вы можете предоставить нам какую-нибудь информацию?{a}{a}2) Что вы можете дать нам, что бы помочь нашему делу?{a}{a}3) Наши записи говорят, что вы давно не платили налоги фараону. Ваш долг, хм, сейчас проверим... составил 50 000 золотых!
What would you like to know?|Что вы хотите узнать?
1) Why aren't your people working for Alamar?{a}{a}2) What are Alamar's Plans?{a}{a}3) Do you know where the kidnapped sprite is?|1) Почему ваш народ не работает на Аламара?{a}{a}2) Каковы планы Аламара?{a}{a}3) Вы знаете, где похищенная фея?
1) Why aren't your people working for Alamar{a}2) What are Alamar's Plans?|1) Почему ваш народ не работает на Аламара?{a}{a}2) Каковы планы Аламара?
Though he denies it, Alamar's plans will ultimately destroy all creatures on Darkside.  No sane people could support a tyrant with plans such as his.|Хотя он это отрицает, в итоге Аламар планирует уничтожить все существа на Тёмной стороне. Ни один здравомыслящий не может поддерживать тирана с такими планами.
Alamar plans to move Xeen away from the Sun so that he may return to the world he came from.|Аламар планирует переместить Ксин подальше от Солнца, чтобы у него была возможность вернуться в мир, из которого он прибыл.
No, but we heard about the incident for the Sardaj.  Perhaps they know more.|Нет, но мы слышали о происшествии у сардаев. Возможно, им известно больше.
We have just these two energy disks to give you.  We have found no use for them, but perhaps you will.|У нас есть только эти два энергетических диска. Мы не нашли им применения, но, возможно, это получится у вас.
We have no more energy disks to give you.|У нас больше нет энергетических дисков.
The People have no use for money, so we are unable to pay taxes in that form.|У народа нет в ходу денег, поэтому мы не сможем заплатить налоги в такой форме.
What a coincidence!  The Ogres said the same thing.  We will be happy give to you what we gave to them.|Какое совпадение! Огры сказали то же самое. Мы будем рады дать вам то, что дали им.
We recognize you as enemies!  Prepare to defend yourselves!|Мы считаем вас врагами! Приготовьтесь защищаться!
You search the bloody throne and find two energy disks.|Вы обыскали окровавленный трон и нашли два энергетических диска.
====|====
|
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My third is in fable and also in tale.|Заколдованный валун говорит:{a}Моя третья буква есть в ---- и в -----.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My fourth is in lark and also in quail.|Заколдованный валун говорит:{a}Моя четвёртая буква есть в ---- и в -----.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My fifth is in wind but not in gale.|Заколдованный валун говорит:{a}Моя пятая буква есть в ----, но её нет в -----.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My sixth is in glimpse and also in sight.|Заколдованный валун говорит:{a}Моя шестая буква есть в ---- и в -----.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после себя…
Enchanted Boulder|Зачарованный валун
The Enchanted Boulder speaks:{a}My last is in night but not in light.|Заколдованный валун говорит:{a}Моя последняя буква есть в слове ночь и в слове день.
The boulder disappears and leaves behind...|Заколдованный валун исчезает, оставляя после себя…
Lamp|Лампа
Genie{a}{9:125}of the Lamp|Джин{a}{9:125}из лампы
Lucky day!  For freeing me, I will grant you one of the following three wishes:|Счастливый день! За своё освобождение и исполню одно из этих трёх желаний:
1) 500,000 experience{a}2) 10,000 gold{a}3) 500 gems|1) 500 000 опыта{a}2) 10 000 золотых{a}3) 500 самоцветов
Enter?|Войти?
