1||
249|{c:04} * {c:d}Troll holes located at B4,8,12; B4 12,13; B4,11,6; C3,2,0; C4,7,5; C4,13,5; C4,14,11.|{c:04} * {c:d}Ямы троллей обнаружены на B4,8,12; B4 12,13; B4,11,6; C3,2,0; C4,7,5; C4,13,5; C4,14,11.
250|{c:04} * {c:d}Troll holes located at D4,8,12; D4,14,5; E3,7,0; E4,6,8; E4,5,5; E4,13,6; C4,4,14.|{c:04} * {c:d}Ямы троллей обнаружены на D4,8,12; D4,14,5; E3,7,0; E4,6,8; E4,5,5; E4,13,6; C4,4,14.
251|{c:04} * {c:d}Cliff Notes Lesson 1:{a}EEEIOIE|{c:04} * {c:d}Прописи Урок 1:{a}EEEIOIE
252|{c:04} * {c:d}Cliff Notes Lesson 2:{a}EOAUAAUE|{c:04} * {c:d}Прописи Урок 2:{a}EOAUAAUE
253|{c:04} * {c:d}Cliff Notes Lesson 3:{a}EEEOEAOUEIEEEOEE|{c:04} * {c:d}Прописи Урок 3:{a}EEEOEAOUEIEEEOEE
254|{c:04} * {c:d}Cliff Notes Lesson 4:{a}OEOOEIEOOOAEI|{c:04} * {c:d}Прописи Урок 4:{a}OEOOEIEOOOAEI
255|{c:04} * {c:d}Cliff Notes Lesson 5:{a}OOOAIOEIEOU|{c:04} * {c:d}Прописи Урок 5:{a}OOOAIOEIEOU
256|{c:04} * {c:d}Cliff Notes Lesson 6:{a}AOOAIOEAEOOAE|{c:04} * {c:d}Прописи Урок 6:{a}AOOAIOEAEOOAE
257|{c:04} * {c:d}Cliff Notes Lesson 7:{a}IIEEEOEEEOUIE|{c:04} * {c:d}Прописи Урок 7:{a}IIEEEOEEEOUIE
258|{c:04} * {c:d}Hit Points +2500 at A1,2,13|{c:04} * {c:d}Здоровье +2500 на A1,2,13
259|{c:04} * {c:d}Elemental Resistance +100 at B1,14,13|{c:04} * {c:d}Сопротивление стихиям +100 на B1,14,13
260|{c:04} * {c:d}+3 levels at A3,8,14|{c:04} * {c:d}+3 уровня на A3,8,14
261|{c:04} * {c:d}Hit Points +50 at A3,3,3|{c:04} * {c:d}Здоровье +50 на A3,3,3
262|{c:04} * {c:d}Spell Points +50 at A3,2,10|{c:04} * {c:d}Очки магии +50 на A3,2,10
263|{c:04} * {c:d}Might +25 at A4,9,11|{c:04} * {c:d}Сила +25 на A4,9,11
264|{c:04} * {c:d}Armor Class +10 at A4,3,10|{c:04} * {c:d}Класс защиты +10 на A4,3,10
265|{c:04} * {c:d}Luck +100 at B4,2,2|{c:04} * {c:d}Удача +100 на B4,2,2
266|{c:04} * {c:d}+15 Levels at C2,1,8|{c:04} * {c:d}+15 уровней на C2,1,8
267|{c:04} * {c:d}Might +100 at D1,6,13|{c:04} * {c:d}Сила +100 на D1,6,13
268|{c:04} * {c:d}+10 all statistics at D4,12,4|{c:04} * {c:d}+10 ко всем характеристикам на D4,12,4
269|{c:04} * {c:d}+50 Elemental Resistance at D4,2,4|{c:04} * {c:d}+50 Сопротивление стихиям на D4,2,4
270|{c:04} * {c:d}+50 Magic Resistance at F2,8,5|{c:04} * {c:d}+50 Защита от Магии на F2,8,5
271|{c:04} * {c:d}Armor Class +50 at F4,14,3|{c:04} * {c:d}Класс защиты +50 на F4,14,3
272|{c:04} * {c:d}Remove magical aging at F4,6,7|{c:04} * {c:d}Снять магическое старение на F4,6,7
273|{c:04} * {c:d}A plaque at the base of the statue reads:  If Pharoah's realm should take a fall{a}The Dragon must put forth a call{a}Mystic orb to the wind is cast{a}Seeks the hand of heroes last{a}Four parts castle at five per stage{a}A score of disks to help the Mage|{c:04} * {c:d}Надпись у подножья статуи гласит: Как только власть Фараона падет{a}Тогда Дракон за собой позовет{a}Волшебная сфера ветер пошлет{a}Что руку последних героев найдет{a}Четыре части у замка, в каждой по пять {a}Магу помочь, двадцать дисков достать
274|{c:04} * {c:d}A plaque at the base of the statue reads:  A Golden bird will sorrow ease{a}Sweet song will Knight's lost soul appease{a}Help the rider to soothe the beast{a}Gain a flight when expected least{a}The symbol of royal power{a}Frees the Queen from evil tower|{c:04} * {c:d}Надпись у подножья статуи гласит: Златая птица пропоет и в сердце радость вдруг воскреснет{a}Мятущуюся душу Рыцаря утешит чудной песнью{a}Ты всаднику зверя смирить помоги{a}И наконец то взлети{a}Символ монаршей власти{a}Вызволит королеву из напасти
275|{c:04} * {c:d}A plaque at the base of the statue reads:  Dragon's orb the world shall roam{a}Yet must again return to home{a}Pharoah's magic back in its place{a}Helps to free the visitor from space{a}Code's the key to thinking machines{a}Starman knows the truth about Xeen|{c:04} * {c:d}Надпись у подножья статуи гласит: И сфера драконья по свету помчится{a}Чтобы в итоге назад возвратиться{a}Мощь Фараона возродится вновь{a}Чтоб гостя из космоса спасти от оков{a}В коде к мыслящей машине{a}Звездный странник откроет всю правду о Ксине
276|{c:04} * {c:d}A plaque at the base of the statue reads:  Dragon once more will get you by{a}Owns key to city of the sky{a}Starman needs to hide in a box{a}Alamar's defenses outfox{a}Face to face in Alamar's lair{a}Out the box springs the land's last prayer|{c:04} * {c:d}Надпись у подножья статуи гласит: Дракон вновь до тебя доберется{a}За ключ к небесному городу биться придется{a}Звездный странник в короб должен влезть{a}Чтоб силу Аламара одолеть{a}Лицом к лицу в логове врага{a}Из короба земли последняя мольба
277|{c:04} * {c:d}Dimitri's combo:  64,52,31|{c:04} * {c:d}Комбинация Димитрия:  64,52,31
278|{c:04} * {c:d}Queen Kalindra's combo:  3 31 62|{c:04} * {c:d}Комбинация королевы Калиндры:  3 31 62
279|{c:04} * {c:d}Leafpoint's treasure:  E4 at 0,13|{c:04} * {c:d}Сокровище Остролиста:  E4 на 0,13
280|{c:04} * {c:d}Thieves' Ledger:  {a}One (1) Griffin Statuette, sold to Sandro of Necropolis for 350,000 gold.{a}One (1) Dragon Statuette, sold to Head Witch of Lakeside for 225,000 gold.{a}One (1) Pegasus Statuette, sold to Head Heretical Cleric for 130,000 gold.{a}One (1) Jewel of Ages, sold to Mages of the Great Eastern Tower for 400,000 gold.|{c:04} * {c:d}Воровской гросбух:  {a}Одна штука (1) Статуэтка грифона, продана Сандро из Некрополиса за 350,000 золотых.{a} Одна штука (1) Статуэтка дракона, продана главе ведьм Лэйксайд за 225,000 золотых.{a} Одна штука (1) Статуэтка пегаса, продана главе еретических клириков за 130,000 золотых.{a} Одна штука (1) Алмаз вечности, продана магам Большой восточной башни за 400,000 золотых.
281|{c:04} * {c:d}+1000 Spell Points E1 at 2,10|{c:04} * {c:d}+1000 очков магии E1 на 2,10
282|{c:04} * {c:d}+500 Hit Points F1 at 13,8|{c:04} * {c:d}+500 здоровья F1 на 13,8
283|{c:04} * {c:d}Alamar's Castle: FEWAEEFFWAEFAWEEWWEFAW|{c:04} * {c:d}Замок Аламара: FEWAEEFFWAEFAWEEWWEFAW
284|{c:04} * {c:d}Alamar's Castle: Nine is the Time|{c:04} * {c:d}Замок Аламара: девять часов
285|{c:04} * {c:d}Dragon runes: IN|{c:04} * {c:d}Руны Дракона: IN
286|{c:04} * {c:d}Dragon runes: FI|{c:04} * {c:d}Руны Дракона: FI
287|{c:04} * {c:d}Dragon runes: NI|{c:04} * {c:d}Руны Дракона: NI
288|{c:04} * {c:d}Dragon runes: TY|{c:04} * {c:d}Руны Дракона: TY
289|{c:04} * {c:d}Plaque Level 1: NWDA---Y-HNA|{c:04} * {c:d}Табличка Уровень 1: NWDA---Y-HNA
290|{c:04} * {c:d}Plaque Level 1: EO-NYFPIMTDG|{c:04} * {c:d}Табличка Уровень 1: EO-NYFPIMTDG
291|{c:04} * {c:d}Plaque Level 1: WRTKOOLNI--I|{c:04} * {c:d}Табличка Уровень 1: WRTKOOLNI--I
292|{c:04} * {c:d}Plaque Level 1: -LHSURAGGAMC{a}|{c:04} * {c:d}Табличка Уровень 1: -LHSURAGGAMC{a}
293|{c:04} * {c:d}Plaque Level 2: SNTS-CKDEM|{c:04} * {c:d}Табличка Уровень 2: SNTS-CKDEM
294|{c:04} * {c:d}Plaque Level 2: ODHAOO--L!|{c:04} * {c:d}Табличка Уровень 2: ODHAOO--L!
295|{c:04} * {c:d}Plaque Level 2: -SEGFRAST-|{c:04} * {c:d}Табличка Уровень 2: -SEGFRAST-
296|{c:04} * {c:d}Plaque Level 2: E--A-ANHE-{a}|{c:04} * {c:d}Табличка Уровень 2: E--A-ANHE-{a}
297|{c:04} * {c:d}Plaque Level 3: 1-ITN-HNA-A|{c:04} * {c:d}Табличка Уровень 3: 1-ITN-HNA-A
298|{c:04} * {c:d}Plaque Level 3: 9BNHEMTDGS!|{c:04} * {c:d}Табличка Уровень 3: 9BNHEMTDGS!
299|{c:04} * {c:d}Plaque Level 3: 9ESEXI--IA-|{c:04} * {c:d}Табличка Уровень 3: 9ESEXI--IA-
300|{c:04} * {c:d}Plaque Level 3: 4G--TGAMCG-{a}|{c:04} * {c:d}Табличка Уровень 3: 4G--TGAMCG-{a}
301|{c:04} * {c:d}Plaque Level 4: T-MEOE-FENN-TEAO|{c:04} * {c:d}Табличка Уровень 4: T-MEOE-FENN-TEAO
302|{c:04} * {c:d}Plaque Level 4: Y"PRNV4--G-DHE-N|{c:04} * {c:d}Табличка Уровень 4: Y"PRNV4--G-DHE-N
303|{c:04} * {c:d}Plaque Level 4: PCU"-E-TDEOE--S!|{c:04} * {c:d}Табличка Уровень 4: PCU"-E-TDEOE--S!
304|{c:04} * {c:d}Plaque Level 4: EOT-LLOHUOFASYO-{a}|{c:04} * {c:d}Табличка Уровень 4: EOT-LLOHUOFASYO-{a}
305|====|====
306||
307|Rid Vertigo of the plague of pests and report back to Mayor Gunther (Vertigo,14,5).{a}|Избавьте Вертиго от нашествия паразитов и доложите об этом мэру Гюнтеру (Вертиго,14,5).{a}
308|Slay the king of the Mad Dwarf Clan and report back to Mayor Gunther (Vertigo,14,5).{a}|Убейте короля клана Безумных дворфов и доложите об этом мэру Гюнтеру (Вертиго,14,5).{a}
309|Gather Phirna roots for Myra the Herbalist (F3,7,10) for use in healing potions.{a}|Принесите корень фирны травнице Майре (F3,9,11) для приготовления противоядий.{a}
310|Free Celia from the clutches of the zombies of the forest and return her to Derek (F3,4,5).{a}|Вырвите Селию из лап зомби, что обитают в лесу, и сопроводите её к Дереку (F3,4,5).{a}
311|Retreive the Alacorn of Falista from the Witch's Tower and return it to Valia (F4,9,3).{a}|Заберите рог Фалисты из Ведьминой башни и верните его Валии (F4,9,3).{a}
312|Find Orothin's bone whistle and return it to him (F3,9,6) .{a}|Найдите и верните Орофину (F3,9,6) его костяной свисток .{a}
313|Find Ligono's skull and return it to him (D3,12,8) so he may rest in peace.{a}|Найдите и верните Лигоно (D3,12,8) его череп, чтобы он мог наконец упокоиться с миром.{a}
314|Get Barok's pendant from the sorceress' of Rivercity and return it to Barok (Rivercity,25,20).{a}|Заберите магический кулон у волшебниц Риверсити и верните его Бароку (Риверсити,25,20).{a}
315|Get Princess Roxanne's tiara from the Robbers of Rivercity and return it to Princess Roxanne (Castle Burlock,level 3,2,11){a}|Отберите у грабителей Риверсити диадему принцессы Роксаны и верните её законной владелице (замок Барлок, уровень 3,2,11).{a}
316|Return the Scarab of Imaging to Caralawna (C2,11,6).{a}|Верните Карлавн (С2,10,6) её амулет-скарабей Воплощения.{a}
317|Return the Crystals of Piesoelectricity to Falagar(C2,9,11).{a}|Верните Фалагару (C2,8,11) его кристаллы Пьезоэлектричества.{a}
318|Steal the Elixir of Restoration from the Yak Temple and give it to Mirabeth (D4,12,3).{a}|Выкрадите эликсир Восстановления из храма Яка и принесите его Мирабет (D4,12,3).{a}
319|Find the Faery Wand and return it to Danulf (C3,14,5).{a}|Найдите Жезл фей и верните его Данульфу (C3,14,15).{a}
320|Find the Holy Book of Elvenkind and return it to Tito (C3,8,4).{a}|Найдите Священную Книгу Эльфов и верните её Тито (C3,3,8).{a}
321|Destroy the Lair of the Trolls and return to Thickbark (B3,6,3) for your reward.{a}|Уничтожьте логово троллей и возвращайтесь к Толстокору (B3,6,3) за наградой.{a}
322|Destroy the Lair of the Ogres and return to Captain Nystor (C2,9,1) for your reward.{a}|Уничтожьте логово огров и возвращайтесь за наградой к капитану Найстору (C2,9,1).{a}
323|Reclaim Kai Wu's Pagoda from the ninja clan (A3,15,6).{a}|Очистите пагоду Кая Ву (A3,15,12) от клана ниндзя.{a}
324|Slay the monsters of the lake and return to Medin (C3,15,10).{a}|Убейте морских чудовищ и возвращайтесь к Медину (C3,12,13).{a}
325|Save Winterkill from it's curse and return to Randon (Winterkill,8,13).{a}|Избавьте Винтеркилл от насланного на него проклятия и возвращайтесь к Рэндону (Винтеркилл,8,13).{a}
326|Destroy the lair of the Cyclopses and return to Glom (A3,0,10) for your reward.|Разрушьте логово циклопов и возвращайтесь к Глому (A3,10,0) за своим вознаграждением.{a}
327|Find the Everhot Lava Rock and give it to Halon (B3,10,7).{a}|Найдите Вечно горячий кусок пемзы и принесите его Халону (B3,9,6).{a}
328|Retrieve the Scroll of Insight from Castle Basenji and return it to Arie (A1,11,5).{a}|Заберите Cвиток Мудрости из замка Базенджи и верните его Арию (A1,11,5).{a}
329|Free Crodo from the clutches of the evil wizard Darzog and return to Artemus (Castle Burlock,1,4).|Освободите Кродо из башни злого чародея Дарзога и возвращайтесь к Артемусу (замок Барлок,1,4).{a}
330|Climb Darzog's Tower, gain entrance to Castle Xeen, slay Lord Xeen, and save the world.{a}|Взберитесь на башню Дарзога, получите пропуск в Замок Ксин, сразите Лорда Ксина и спасите мир.{a}
331|Find the 6th mirror and return to King Burlock (Castle Burlock,8,1).{a}|Найдите 6-е зеркало и верните его королю Барлоку (замок Барлок,8,1).{a}
332|Take the Last Flower of Summer to the Autumn Druid so that Autumn may begin.{a}|Принесите друиду Осени Последний цветок лета, чтобы осень смогла вступить в свои права.{a}
333|Take the Last Fallen leaf of Autumn to the Winter Druid so that Winter may begin.{a}|Принесите друиду Зимы Последний опавший лист осени, чтобы зима смогла вступить в свои права.{a}
334|Take the Last Snowflake of Winter to the Spring Druid so that Spring may begin.{a}|Принесите друиду Весны Последнюю снежинку зимы, чтобы весна смогла вступить в свои права.{a}
335|Take the Last Raindrop of Spring to the Summer Druid so that Summer may begin.{a}|Принесите друиду Лета Последнюю дождевую капельку весны, чтобы лето смогло вступить в свои права.{a}
336||
337||
338||
339||
340|====|====
341||
342|Inconceivable, the Royal Pyramid besieged|Непостижимо, Королевская Пирамида осаждена!
343|With the prophecy almost fulfilled, the arrival of Alamar has placed my mission and the fate of Xeen in great danger.  I cannot hold out much longer--I must contact the Queen!|С почти исполненным пророчеством, прибытие Аламара поставило мою миссию и судьбу Ксина в огромную опасность. Долго мне не продержаться--я должен связаться с Королевой!
344|How did YOU get a key?  All right, go in.|Откуда у ВАС этот ключ? Ладно, входите.
345|You need a key, Orc breath!|Вам нужен ключ, отрыжки орка!
346|What are you lookin' at?  You don't even have the key!|На что это вы уставились? У вас даже ключа нет!
347|What are you lookin' at?  Go on in!| На что это вы уставились? Заходите!
348|Seek help little one| Ищи помощи, малыш.
349|Got a Pass?  O.K. Go ahead!|Есть пропуск?  Хорошо, проходите!
350|Got a Pass?  Back Off!|Есть пропуск?  Отойдите!
351|Queen Kalindra?|Королева Калиндра?
352|My Pharoah, I'm a prisoner, all is lost!|Мой Фараон, я в плену, всё пропало!
353|Then what has become of the cube?|Тогда что же стало с кубом?
354|I have it now, Pharoah!|Теперь он у меня, Фараон!
355|Alamar, you misguided mechanism, you'll destroy us all.|Аламар, ты заблудший механизм, ты погубишь нас всех.
356|My monstrous friends, are you with me?|Мои чудовищные друзья, вы со мной?
357|We serve Alamar!|Мы служим Аламару!
358|Traitors!|Предатели!
359|My friend Ellinger, you must send help!|Мой друг Эллинджер, ты должен прислать помощь!
360|But Pharoah, I too am trapped in my Tower.| Но, Фараон, я тоже заперт в своей башне.
361|Then I will send out the Orb.   The destiny of Xeen is no longer in our hands.|Тогда я пошлю сферу.   Судьба Ксина больше не в наших руках.
362|The destiny of Xeen is no longer in our hands.|Судьба Ксина больше не в наших руках.
363|Come to me!|Подойдите ко мне!
364|Corak?|Корак?
365|Yes, it is I|Да, это я.
366|You have nowhere to run Sheltem!|Тебе некуда бежать, Шелтем!
367|Nor do you!|Тебе тоже!
368|I'm ready for you this time.|На этот раз я готов к встрече.
369|This fight will be your last.|Этот бой будет для тебя последним.
370|I cannot fail...|Я не могу проиграть...
371|Admit your defeat, Corak!|Признай своё поражение, Корак!
372|I do.  Initiate self-destruct Code 0 - 0 - 1.|Признаю. Активирую код самоуничтожения 0 - 0 - 1.
373|What! No, Nooo...|Что! Нет, Нееет...
374|====|====
375||
376|Caster sprays a fine acid mist on all the monsters in front of him, inflicting 15 points of Poison damage on each monster.|Маг распыляет на ближайших монстров густой кислотный туман, нанося 15 очков урона Ядом каждому из монстров.
377|Pulls all sleeping party members from their slumber, cancelling the SLEEP condition.|Будит весь отряд, выводя их из состояния СНА.
378|Hypnotizes a group of monsters into stillness until they overcome the spell.|Вводит группу монстров в состояние оцепенения до тех пор, пока они не смогут преодолеть его.
379|Improves the armor class of a character by 1 per level of the caster.|Увеличивает класс брони персонажа на 1 очко за каждый уровень заклинателя.
380|Causes the two gargoyle heads on the screen to animate and give advice for certain yes/no decisions, usually chests.|Оживляет головы двух горгулий, позволяя им давать советы по поводу каждого выбора типа да/нет; обычно это касается сундуков.
381|A cone of absolute zero springs from the caster's hand momentarily, inflicting 2-4 points of Cold damage per level of the caster on all visible monsters.|Выпускает из руки заклинателя чрезвычайно холодное поле, поражающее всех видимых монстров, нанося каждому из них 2-4 очка урона Холодом на каждый уровень заклинателя.
382|Creates one unit of food for each living party member.|Создаёт по одной единице пищи для каждого члена отряда.
383|Removes the DISEASED condition from a character|Вылечивает персонажа от БОЛЕЗНИ.
384|Removes the PARALYZED condition from a character.|Выводит персонажа из состояния ПАРАЛИЧА.
385|Removes the POISONED condition from a character.|Вылечивает персонажа от ОТРАВЛЕНИЯ.
386|Magically cures one character of 15 points of damage.|Волшебным образом исцеляет у персонажа 15 единиц здоровья.
387|The Dancing Sword spell creates hundreds of razor sharp blades that strip the flesh from your foes.  Dancing Sword inflicts 6 to 14 points of Physical damage per level of the caster.|Как и Шрапнель, это заклинание выстреливает во врагов сотней острых как бритва лезвий, ранящих их плоть и наносящих 6-14 очков Физ. урона на каждый уровень заклинателя.
388|Simultaneously casts Light, Protection from all elements, Heroism, Holy Bonus, and Bless for the bargain basement price of 75 spell points.|Одновременно накладывает заклинания "Свет", "Защита от стихий", "Мужество", "Святой дар" и "Благословение" по бросовой цене в 75 очков магии.
389|This spell is a super saver plan that simultaneously casts Light, Levitate, Wizard Eye, Clairvoyance, and Power shield on all party members.|Это заклинание - отличный способ себя обезопасить. Оно одновременно накладывает заклинания "Свет", "Левитация", "Волшебный глаз", "Ясновидение" и "Силовой щит" на весь отряд.
390|Covers a group of monsters with biting, stinging, burrowing insects, inflicting 25 points of Physical damage to each monster.|Насылает на группу монстров рой из жалящихся и кусающихся насекомых, наносящих каждому из монстров 25 очков Физического урона.
391|Shows the location of all the monsters near the party.|Показывает расположение врагов, находящихся рядом с отрядом.
392|Heals the entire party of all damage short of ERADICATION.|Исцеляет отряд от всех ран и недугов, за исключением состояния полного УНИЧТОЖЕНИЯ.
393|Puts a dragon to sleep, much the way a sleep spell puts humans to sleep.|Усыпляет драконов так же, как заклинание "Усыпление" делает это с людьми.
394|Pounds all the monsters in front of the party with a storm of magical energy, inflicting 150 points of a random damage type to each monster.|Насылает на ближайших монстров бурю из беснующихся стихий, наносящую каждому монстру 150 очков урона случайного типа.
395|Bestows magical power to an item that has none.  The more powerful the spell caster, the better the chance for a powerful item.|Наделяет обыкновенный предмет волшебными свойствами. Чем искуснее заклинатель, тем больше шанс наложить могучие чары.
396|A bolt of pure energy is fired from the caster's clenched fist, inflicting 2 to 6 points of Energy damage per level of the caster.|Выпускает из сжатого кулака заклинателя струю чистой энергии, наносящую 2-6 очков урона Энергией на каждый уровень заклинателя/
397|Moves the party one square foward, regardless of barriers.  This spell may succeed in areas where the teleport spell fails.|Смещает отряд на одну клетку вперёд, невзирая на преграды. Может пригодиться там, где не срабатывает заклинание "Телепорт".
398|Reduces the temperature of the air around a group of monsters to absolute zero for a moment, inflicting 40 points of Cold damage on each monster.|На мгновение опускает температуру воздуха вокруг группы монстров до абсолютного нуля, нанося каждому из них 40 очков урона Холодом.
399|Caster fires a jet of flame at one monster, inflicting 100 points of Fire damage.|Заклинатель направляет на отдельного монстра струю огня, нанося 100 очков урона Огнём.
400|Bloodlessly slays the opponents the caster points to.|Мгновенно и бескровно убивает врага, на которого указал заклинатель.
401|Sets off a fiery explosion within a group of monsters, inflicting 3 to 7 points of Fire damage per level of the caster.|Приводит к огненному взрыву среди ближайших монстров, наносящему каждому из них 3-7 очков урона Огнём на каждый уровень заклинателя.
402|Magically cures one character of 6 points of damage|Волшебным образом исцеляет лёгкие ранения и царапины, восстанавливая 6 единиц здоровья пострадавшему члену отряда.
403|Deals a light blow to a monster, inflicting 6 points of Physical damage.|Наносит слабый удар монстру, причиняя 6 очков Физического урона.
404|Draws the body heat out of a monster, inflicting 35 points of Cold damage.|Высасывает тепло из тела монстра, нанося 35 очков урона Холодом.
405|Golem Stopper deprives a golem of the magic that animates it, inflicting 100 points of damage.|Это заклинание разрушает магию, которая оживила голема, нанося этим 100 очков урона.
406|Increases the temporary level of a character by 1 per level of the caster|Временно увеличивает уровень персонажа на 1 на каждый уровень заклинателя.
407|Increases the damage inflicted by a character when fighting by 1 point per level of the caster.|Увеличивает наносимый персонажем урон в бою на 1 очко на каждый уровень заклинателя.
408|Completely removes the animating magic of the Undead, returning them to the dust from whence they came.|Полностью рассеивает магию, оживившую мертвеца, превращая его обратно в прах, из которого он восстал.
409|Like Beast Master, this spell hypnotizes a group of monsters into stillness until they overcome the spell, except that it works on monsters other than animals.|"Гипноз", подобно заклинанию "Повелитель зверей", обездвиживает группу врагов до тех пор, пока они не очнутся, но действует только на тех монстров, которые не относятся к животным.
410|Reveals the condition of the monsters the party is fighting.|Показывает состояние монстров, с которыми сражается отряд.
411|Implosion concentrates local gravity inside the targeted monster, annihilating all but the most powerful opponents.  Implosion inflicts 1000 points of Energy damage.|Имплозия вызывает резкое увеличение давления внешней среды на отдельного монстра, уничтожая всех, кроме самых могучих противников. Наносит 1000 очков урона Энергией.
412|Shoots a stream of fire at one monster, inflicting 250 points of Fire damage.|Направляет поток огня на отдельного монстра, нанося ему 250 очков урона Огнём.
413|Engulfs one group of monsters in magical fire, inflicting 250 points of Fire damage on one group.|Волшебное пламя охватывает группу монстров, нанося каждому из них 250 очков урона Огнём.
414|Coats a group of monsters with a poison specially designed to kill insects.|Покрывает группу монстров слоем яда, предназначенного для уничтожения насекомых.
415|Converts an item into an amount of gold pieces equal to the value of the item (merchant skill not included).|Превращает предмет в количество золота, равное его стоимости (навык купца не учитывается).
416|Puts enough strength into the legs of the party to jump over one square, provided there are no walls of matter or magic.  This spell cannot be used in combat.|Придаёт членам отряда достаточно сил, чтобы прыгнуть вперёд через одну клетку, если при этом у них на пути нет стены или магического барьера. Заклинанием нельзя пользоваться во время битвы.
417|Imparts weightlessness to the party members, preventing them from falling into pit traps, quagmires, holes in clouds, etc.|Делает членов отряда невесомыми, не давая им провалиться сквозь облака, а также попасть в трясину, волчьи ямы и т.п.
418|Fills a dungeon with a steady, soft light until the party rests.|Наполняет подземелье мягким ровным светом до тех пор, пока члены отряда не лягут отдыхать.
419|Lightning flashes from the caster's hand, electrocuting monsters for 4 to 6 points of damage per level of the caster.|Молния разряжается из руки заклинателя в группу монстров, нанося 4-6 очков урона на каждый уровень заклинателя.
420|This spell allows you to magically return to a place you have already been.  Cast the spell once to set the beacon, and again when you wish to return.  Each party member may have their own beacon.|Позволяет перенестись в то место, где вы уже бывали. Сначала наложите заклинание, а затем повторно используйте его, когда захотите вернуться. Каждый персонаж может иметь свой личный маяк.
421|Fires a magical bolt at one opponent, inflicting 8 points of Magical damage.|Выстреливает волшебной стрелой в одного противника, нанося 8 очков Магического урона.
422|Increases the weight of your opponents, effectively removing half of their hit points.|Увеличивает вес ваших противников, отнимая таким образом половину их здоровья.
423|Megavolts is an improved version of Lightning Bolt, inflicting 150 points of Electrical damage on a group of monsters.|"Мегавольты" - это улучшенная версия заклинания "Удар молнии", наносящая группе монстров 150 очков урона Электричеством.
424|Inflicts 30 points of Energy damage to each monster in sight and cures each party member of 30 points of damage.|Наносит 30 очков урона Энергией всем монстрам в поле зрения, а также восстанавливает каждому члену отряда 30 единиц здоровья.
425|Heals a character of 25 points of damage.|Восстанавливает у персонажа 25 единиц здоровья.
426|Stimulates the Pain centers of your opponent's brains, inflicting 8 points of physical damage.|Возбуждает у врагов области мозга, ответственные за боль, нанося 8 очков Физического урона.
427|Fires 6 poison arrows into each square in front of the party.  The arrows do 10 points of Poison damage each.|Выпускает по 6 ядовитых стрел в каждую клетку перед отрядом. Каждая стрела наносит 10 очков урона Ядом.
428|Heals a character of 2-12 points of damage per level of the caster.|Восстанавливает у персонажа 2-12 единиц здоровья на каждый уровень заклинателя.
429|Reduces the damage inflicted on a party member by a number equal to the level of the caster.|Снижает урон, наносимый члену отряда, на число, равное уровню заклинателя.
430|Mysterious light springs from the caster's palm, inflicting 80 points of a random damage type depending on which ray hits a monster.  The damage type is unpredictable.|Из ладони заклинателя исходит таинственный свет, наносящий 80 очков урона случайного типа (у каждого луча свой тип).
431|Reduces the damage the party receives from the elements.  The caster can choose which element this applies to when the spell is cast.|Снижает урон, наносимый членам отряда от стихий. Заклинатель может выбирать стихию, от которой будет защищать заклинание.
432|Removes the DEAD condition from a character.|Оживляет УМЕРШЕГО персонажа.
433|Restores 1 to 6 charges to an item that has at least one charge remaining.  There is a slight risk the spell will destroy the item.|Восстанавливает от 1 до 6 зарядов у предмета, у которого остался хотя бы один заряд. Существует небольшая вероятность того, что заклинание уничтожит предмет.
434|Removes the ERADICATED condition from a character.|Воскрешает УНИЧТОЖЕННОГО персонажа.
435|Removes the WEAK condition from a character|Снимает УСТАЛОСТЬ у персонажа.
436|Sprays a group of monsters with sharp metal fragments, inflicting 2 points of Physical damage per level of the caster.|Выстреливает в группу монстров зарядом шрапнели, нанося 2 очка Физического урона на каждый уровень заклинателя.
437|Puts a group of monsters to sleep until they overcome the spell or are damaged.|Усыпляет группу монстров до тех пор, пока их не ранят или не закончится действие заклинания.
438|Envelopes the monsters in an electrically charged gas cloud, inflicting 2 points of Electrical damage per level of the caster.|Окружает монстров облаком насыщенного электричеством газа, наносящего 2 очка урона Энергией на каждый уровень заклинателя.
439|Includes all monsters in front of the party in a massive explosion, inflicting 500 points of Physical damage on each monster.|Приводит к мощному взрыву среди монстров, находящихся перед отрядом, нанося 500 очков Физического урона каждому из них.
440|Removes the STONED condition from a character.|Снимает ОКАМЕНЕНИЕ с выбранного персонажа.
441|Shines the intensified light of the sun into all monsters in front of the caster, inflicting 200 points of Energy damage on each monster.|Мощный солнечный свет освещает группу монстров, нанося каждому из них 200 очков урона Энергией.
442|Hides the party from the monsters in unsafe places, permitting them to rest without incident.|В небезопасных местах прячет отряд от врагов, давая ему возможность спокойно передохнуть.
443|Slows the effect of disease on a character, but does not remove the DISEASED condition.|Замедляет процесс БОЛЕЗНИ у персонажа, не излечивая, однако, сам недуг.
444|Slows the effect of poison on a character, but does not remove the POISONED condition.|Замедляет воздействие яда на персонажа, не снимая, однако, само ОТРАВЛЕНИЕ.
445|Sends the party up to 9 squares in the direction the party is facing, regardless of obstacles.|Перемещает отряд вперёд на расстояние от 1 до 9 клеток, невзирая на препятствия, лежащие на его пути.
446|Warps time, giving the party just enough time to run away from a combat.|Искажает ход времени, давая отряду возможность бежать с поля боя.
